PeakID (cmd=annotatePeaks.pl /home/merk/data/ChIP_DAP/peaks/master_peaks_overlapped.bed /home/merk/data/genomes/ncbi-genomes-2022-03-15/TAIR10.fasta -gtf /home/merk/data/genomes/TAIR10_annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2_9799730_9799731	chr2	9799731	9799731	+	3.9	NA	intron (AT2G23010.2, intron 4 of 13)	-intron (AT2G23010.1, intron 4 of 13)	888	AT2G23010.1	AT2G23010	AT2G23010						NA
PLT1_DAP_peak_201	chr4	4788792	4788792	+	3.89929	NA	exon (AT4G07945.1, exon 1 of 1)	-exon (AT4G07945.1, exon 1 of 1)	338	AT4G07945.1	AT4G07945	AT4G07945						NA
PLT1_DAP_peak_177	chr3	18418130	18418130	+	3.89929	NA	exon (AT3G49668.1, exon 1 of 2)	-exon (AT3G49668.1, exon 1 of 2)	148	AT3G49668.1	AT3G49668	AT3G49668						NA
PLT3_MK_DAP_peak_911	chr3	9147117	9147117	+	3.89771	NA	TTS (AT3G25100.1)	-TTS (AT3G25100.1)	1369	AT3G25110.1	AT3G25110	AT3G25110						NA
PLT1_DAP_peak_221	chr4	14216717	14216717	+	3.83739	NA	exon (AT4G28780.1, exon 4 of 5)	-exon (AT4G28780.1, exon 4 of 5)	1172	AT4G28780.1	AT4G28780	AT4G28780						NA
PLT1_DAP_peak_7	chr1	8047240	8047240	+	3.83739	NA	exon (AT1G22730.1, exon 4 of 4)	-exon (AT1G22730.1, exon 4 of 4)	1091	AT1G22730.1	AT1G22730	AT1G22730						NA
PLT1_DAP_peak_185	chr4	1821926	1821926	+	3.83739	NA	Intergenic	Intergenic	2590	AT4G03873.1	AT4G03873	AT4G03873						NA
PLT1_DAP_peak_246	chr5	12188696	12188696	+	3.83739	NA	Intergenic	Intergenic	-1383	AT5G32520.1	AT5G32520	AT5G32520						NA
PLT3_MK_DAP_peak_1981	chr5	25967092	25967092	+	3.81684	NA	promoter-TSS (AT5G65005.1)	-promoter-TSS (AT5G65005.1)	301	AT5G65000.1	AT5G65000	AT5G65000						NA
2_7432757_7432758	chr2	7432758	7432758	+	3.81	NA	TTS (AT2G17080.1)	-TTS (AT2G17080.1)	-1104	AT2G17070.1	AT2G17070	AT2G17070						NA
1_5274254_5274255	chr1	5274255	5274255	+	3.81	NA	promoter-TSS (AT1G15320.1)	-promoter-TSS (AT1G15320.1)	-91	AT1G15330.1	AT1G15330	AT1G15330						NA
1_7087142_7087143	chr1	7087143	7087143	+	3.81	NA	TTS (AT1G20450.1)	-TTS (AT1G20450.1)	-1371	AT1G20440.1	AT1G20440	AT1G20440						NA
4_8708595_8708596	chr4	8708596	8708596	+	3.81	NA	promoter-TSS (AT4G15248.1)	-promoter-TSS (AT4G15248.1)	-252	AT4G15248.1	AT4G15248	AT4G15248						NA
2_15943774_15943775	chr2	15943775	15943775	+	3.81	NA	promoter-TSS (AT2G38090.1)	-promoter-TSS (AT2G38090.1)	-936	AT2G38090.1	AT2G38090	AT2G38090						NA
4_11355215_11355216	chr4	11355216	11355216	+	3.81	NA	TTS (AT4G21340.1)	-TTS (AT4G21340.1)	2051	AT4G21350.1	AT4G21350	AT4G21350						NA
2_13385637_13385638	chr2	13385638	13385638	+	3.81	NA	intron (AT2G31390.1, intron 1 of 3)	-intron (AT2G31390.1, intron 1 of 3)	571	AT2G31390.1	AT2G31390	AT2G31390						NA
2_15139674_15139675	chr2	15139675	15139675	+	3.81	NA	TTS (AT2G36053.1)	-TTS (AT2G36053.1)	679	AT2G36053.1	AT2G36053	AT2G36053						NA
1_3664039_3664040	chr1	3664040	3664040	+	3.81	NA	promoter-TSS (AT1G10960.1)	-promoter-TSS (AT1G10960.1)	-346	AT1G10960.1	AT1G10960	AT1G10960						NA
1_8535495_8535496	chr1	8535496	8535496	+	3.81	NA	promoter-TSS (AT1G24130.1)	-promoter-TSS (AT1G24130.1)	-66	AT1G24130.1	AT1G24130	AT1G24130						NA
1_1958861_1958862	chr1	1958862	1958862	+	3.81	NA	promoter-TSS (AT1G06420.1)	-promoter-TSS (AT1G06420.1)	-61	AT1G06420.1	AT1G06420	AT1G06420						NA
2_12198794_12198795	chr2	12198795	12198795	+	3.81	NA	TTS (AT2G28510.1)	-TTS (AT2G28510.1)	1970	AT2G28510.1	AT2G28510	AT2G28510						NA
3_22677153_22677154	chr3	22677154	22677154	+	3.81	NA	promoter-TSS (AT3G61260.1)	-promoter-TSS (AT3G61260.1)	-366	AT3G61260.1	AT3G61260	AT3G61260						NA
1_25872318_25872319	chr1	25872319	25872319	+	3.81	NA	TTS (AT1G68830.1)	-TTS (AT1G68830.1)	-1899	AT1G68825.2	AT1G68825	AT1G68825						NA
1_2147522_2147523	chr1	2147523	2147523	+	3.81	NA	promoter-TSS (AT1G06990.1)	-promoter-TSS (AT1G06990.1)	-864	AT1G06990.1	AT1G06990	AT1G06990						NA
2_8993010_8993011	chr2	8993011	8993011	+	3.81	NA	promoter-TSS (AT2G20900.2)	-promoter-TSS (AT2G20900.2)	-26	AT2G20900.4	AT2G20900	AT2G20900						NA
2_16366031_16366032	chr2	16366032	16366032	+	3.81	NA	TTS (AT2G39210.1)	-TTS (AT2G39210.1)	2243	AT2G39210.1	AT2G39210	AT2G39210						NA
2_18489843_18489844	chr2	18489844	18489844	+	3.81	NA	promoter-TSS (AT2G44830.1)	-promoter-TSS (AT2G44830.1)	-285	AT2G44830.1	AT2G44830	AT2G44830						NA
1_3671603_3671604	chr1	3671604	3671604	+	3.81	NA	promoter-TSS (AT1G10990.1)	-promoter-TSS (AT1G10990.1)	-417	AT1G10990.1	AT1G10990	AT1G10990						NA
2_8710716_8710717	chr2	8710717	8710717	+	3.81	NA	TTS (AT2G20190.1)	-TTS (AT2G20190.1)	-3817	AT2G20180.3	AT2G20180	AT2G20180						NA
PLT3_MK_DAP_peak_206	chr1	13163671	13163671	+	3.79982	NA	exon (AT1G35630.1, exon 3 of 4)	-exon (AT1G35630.1, exon 3 of 4)	841	AT1G35630.1	AT1G35630	AT1G35630						NA
35S_BBM_GFP_ChIP_peak_10010	chr3	6692981	6692981	+	3.75819	NA	intron (AT3G19300.1, intron 1 of 8)	-intron (AT3G19300.1, intron 1 of 8)	303	AT3G19300.1	AT3G19300	AT3G19300						NA
PLT1_DAP_peak_4	chr1	3210846	3210846	+	3.73505	NA	intron (AT1G09880.1, intron 4 of 11)	-intron (AT1G09880.1, intron 4 of 11)	807	AT1G09880.1	AT1G09880	AT1G09880						NA
PLT3_MK_DAP_peak_742	chr2	15186350	15186350	+	3.71368	NA	exon (AT2G36210.1, exon 1 of 1)	-exon (AT2G36210.1, exon 1 of 1)	454	AT2G36210.1	AT2G36210	AT2G36210						NA
2_2179550_2179551	chr2	2179551	2179551	+	3.7	NA	Intergenic	Intergenic	-1368	AT2G05760.1	AT2G05760	AT2G05760						NA
1_26694786_26694787	chr1	26694787	26694787	+	3.7	NA	TTS (AT1G70780.1)	-TTS (AT1G70780.1)	1605	AT1G70780.1	AT1G70780	AT1G70780						NA
1_28367804_28367805	chr1	28367805	28367805	+	3.7	NA	TTS (AT1G75540.1)	-TTS (AT1G75540.1)	1778	AT1G75540.1	AT1G75540	AT1G75540						NA
1_618118_618119	chr1	618119	618119	+	3.7	NA	promoter-TSS (AT1G02810.1)	-promoter-TSS (AT1G02810.1)	-146	AT1G02810.1	AT1G02810	AT1G02810						NA
1_5344360_5344361	chr1	5344361	5344361	+	3.7	NA	TTS (AT1G15540.1)	-TTS (AT1G15540.1)	1774	AT1G15540.1	AT1G15540	AT1G15540						NA
PLT3_MK_DAP_peak_154	chr1	9557273	9557273	+	3.68026	NA	exon (AT1G27510.1, exon 4 of 11)	-exon (AT1G27510.1, exon 4 of 11)	1094	AT1G27510.1	AT1G27510	AT1G27510						NA
PLT3_MK_DAP_peak_1435	chr4	11740322	11740322	+	3.68026	NA	TTS (AT4G22180.1)	-TTS (AT4G22180.1)	269	AT4G22185.1	AT4G22185	AT4G22185						NA
PLT3_MK_DAP_peak_1158	chr3	21091297	21091297	+	3.68026	NA	promoter-TSS (AT3G57000.1)	-promoter-TSS (AT3G57000.1)	764	AT3G56990.1	AT3G56990	AT3G56990						NA
PLT1_DAP_peak_41	chr1	21981695	21981695	+	3.64523	NA	exon (AT1G59750.1, exon 7 of 15)	-exon (AT1G59750.1, exon 7 of 15)	2311	AT1G59750.1	AT1G59750	AT1G59750						NA
PLT3_MK_DAP_peak_783	chr2	18227094	18227094	+	3.62269	NA	TTS (AT2G44050.1)	-TTS (AT2G44050.1)	775	AT2G44060.2	AT2G44060	AT2G44060						NA
PLT3_MK_DAP_peak_796	chr3	28262	28262	+	3.62269	NA	TTS (AT3G01080.1)	-TTS (AT3G01080.1)	271	AT3G01085.1	AT3G01085	AT3G01085						NA
PLT3_MK_DAP_peak_853	chr3	3941712	3941712	+	3.62269	NA	promoter-TSS (AT3G12385.1)	-promoter-TSS (AT3G12385.1)	160	AT3G12380.2	AT3G12380	AT3G12380						NA
PLT3_MK_DAP_peak_1546	chr5	439832	439832	+	3.62269	NA	promoter-TSS (AT5G02210.1)	-promoter-TSS (AT5G02210.1)	42	AT5G02210.1	AT5G02210	AT5G02210						NA
PLT3_MK_DAP_peak_1125	chr3	18244295	18244295	+	3.62269	NA	Intergenic	Intergenic	-3058	AT3G49210.1	AT3G49210	AT3G49210						NA
PLT3_MK_DAP_peak_374	chr1	22669517	22669517	+	3.62269	NA	exon (AT1G61440.1, exon 7 of 7)	-exon (AT1G61440.1, exon 7 of 7)	-1157	AT1G61430.1	AT1G61430	AT1G61430						NA
3_21727778_21727779	chr3	21727779	21727779	+	3.62	NA	promoter-TSS (AT3G58750.1)	-promoter-TSS (AT3G58750.1)	-89	AT3G58750.1	AT3G58750	AT3G58750						NA
4_13965002_13965003	chr4	13965003	13965003	+	3.62	NA	promoter-TSS (AT4G28090.1)	-promoter-TSS (AT4G28090.1)	-774	AT4G28090.1	AT4G28090	AT4G28090						NA
2_14532502_14532503	chr2	14532503	14532503	+	3.62	NA	promoter-TSS (AT2G34470.1)	-promoter-TSS (AT2G34470.1)	2	AT2G34470.2	AT2G34470	AT2G34470						NA
35S_BBM_GFP_ChIP_peak_17674	chr5	14143348	14143348	+	3.60787	NA	promoter-TSS (AT5G36002.1)	-promoter-TSS (AT5G36002.1)	-107	AT5G36002.1	AT5G36002	AT5G36002						NA
PLT3_MK_DAP_peak_868	chr3	4825264	4825264	+	3.57846	NA	promoter-TSS (AT3G14430.1)	-promoter-TSS (AT3G14430.1)	62	AT3G14431.1	AT3G14431	AT3G14431						NA
35S_BBM_GFP_ChIP_peak_16522	chr5	4610939	4610939	+	3.56571	NA	exon (AT5G14280.1, exon 4 of 4)	-exon (AT5G14280.1, exon 4 of 4)	1816	AT5G14280.1	AT5G14280	AT5G14280						NA
1_295046_295047	chr1	295047	295047	+	3.55	NA	promoter-TSS (AT1G01810.1)	-promoter-TSS (AT1G01810.1)	-174	AT1G01810.1	AT1G01810	AT1G01810						NA
1_27291057_27291058	chr1	27291058	27291058	+	3.55	NA	promoter-TSS (AT1G72490.1)	-promoter-TSS (AT1G72490.1)	-16	AT1G72490.1	AT1G72490	AT1G72490						NA
1_6446218_6446219	chr1	6446219	6446219	+	3.55	NA	Intergenic	Intergenic	-4375	AT1G18710.1	AT1G18710	AT1G18710						NA
2_14835187_14835188	chr2	14835188	14835188	+	3.55	NA	promoter-TSS (AT2G35208.1)	-promoter-TSS (AT2G35208.1)	-666	AT2G35208.1	AT2G35208	AT2G35208						NA
3_20903056_20903057	chr3	20903057	20903057	+	3.55	NA	promoter-TSS (AT3G56370.1)	-promoter-TSS (AT3G56370.1)	-76	AT3G56370.1	AT3G56370	AT3G56370						NA
3_18663218_18663219	chr3	18663219	18663219	+	3.55	NA	promoter-TSS (AT3G50337.1)	-promoter-TSS (AT3G50337.1)	16	AT3G50337.1	AT3G50337	AT3G50337						NA
1_11632812_11632813	chr1	11632813	11632813	+	3.55	NA	Intergenic	Intergenic	-2187	AT1G32240.1	AT1G32240	AT1G32240						NA
1_27498093_27498094	chr1	27498094	27498094	+	3.55	NA	promoter-TSS (AT1G73120.1)	-promoter-TSS (AT1G73120.1)	-144	AT1G73120.1	AT1G73120	AT1G73120						NA
5_26605835_26605836	chr5	26605836	26605836	+	3.55	NA	Intergenic	Intergenic	-1460	AT5G66650.1	AT5G66650	AT5G66650						NA
4_14192124_14192125	chr4	14192125	14192125	+	3.55	NA	promoter-TSS (AT4G28720.1)	-promoter-TSS (AT4G28720.1)	-458	AT4G28720.1	AT4G28720	AT4G28720						NA
5_26806798_26806799	chr5	26806799	26806799	+	3.55	NA	Intergenic	Intergenic	-2550	AT5G67180.1	AT5G67180	AT5G67180						NA
1_20137124_20137125	chr1	20137125	20137125	+	3.55	NA	promoter-TSS (AT1G53920.1)	-promoter-TSS (AT1G53920.1)	-587	AT1G53920.1	AT1G53920	AT1G53920						NA
2_11525442_11525443	chr2	11525443	11525443	+	3.55	NA	promoter-TSS (AT2G27000.1)	-promoter-TSS (AT2G27000.1)	-348	AT2G27000.1	AT2G27000	AT2G27000						NA
1_28426786_28426787	chr1	28426787	28426787	+	3.55	NA	Intergenic	Intergenic	-1919	AT1G75710.1	AT1G75710	AT1G75710						NA
1_7270581_7270582	chr1	7270582	7270582	+	3.55	NA	Intergenic	Intergenic	-1974	AT1G20900.1	AT1G20900	AT1G20900						NA
3_22420930_22420931	chr3	22420931	22420931	+	3.55	NA	promoter-TSS (AT3G60660.1)	-promoter-TSS (AT3G60660.1)	-479	AT3G60660.1	AT3G60660	AT3G60660						NA
2_6849418_6849419	chr2	6849419	6849419	+	3.55	NA	promoter-TSS (AT2G15730.1)	-promoter-TSS (AT2G15730.1)	-136	AT2G15730.1	AT2G15730	AT2G15730						NA
5_22712159_22712160	chr5	22712160	22712160	+	3.55	NA	exon (AT5G56080.1, exon 1 of 1)	-exon (AT5G56080.1, exon 1 of 1)	204	AT5G56080.1	AT5G56080	AT5G56080						NA
1_6326964_6326965	chr1	6326965	6326965	+	3.55	NA	promoter-TSS (AT1G18382.1)	-promoter-TSS (AT1G18382.1)	-266	AT1G18382.1	AT1G18382	AT1G18382						NA
1_4893204_4893205	chr1	4893205	4893205	+	3.55	NA	promoter-TSS (AT1G14330.1)	-promoter-TSS (AT1G14330.1)	-954	AT1G14330.1	AT1G14330	AT1G14330						NA
1_5593267_5593268	chr1	5593268	5593268	+	3.55	NA	TTS (AT1G16350.1)	-TTS (AT1G16350.1)	1911	AT1G16360.1	AT1G16360	AT1G16360						NA
2_9298208_9298209	chr2	9298209	9298209	+	3.55	NA	promoter-TSS (AT2G21800.1)	-promoter-TSS (AT2G21800.1)	54	AT2G21800.2	AT2G21800	AT2G21800						NA
3_14254988_14254989	chr3	14254989	14254989	+	3.55	NA	promoter-TSS (AT3G42060.1)	-promoter-TSS (AT3G42060.1)	-670	AT3G42065.1	AT3G42065	AT3G42065						NA
1_3722873_3722874	chr1	3722874	3722874	+	3.55	NA	promoter-TSS (AT1G11130.1)	-promoter-TSS (AT1G11130.1)	17	AT1G11130.1	AT1G11130	AT1G11130						NA
5_5412327_5412328	chr5	5412328	5412328	+	3.55	NA	promoter-TSS (AT5G16560.1)	-promoter-TSS (AT5G16560.1)	-904	AT5G16560.1	AT5G16560	AT5G16560						NA
1_29436404_29436405	chr1	29436405	29436405	+	3.55	NA	promoter-TSS (AT1G78240.1)	-promoter-TSS (AT1G78240.1)	79	AT1G78240.1	AT1G78240	AT1G78240						NA
2_8920461_8920462	chr2	8920462	8920462	+	3.55	NA	promoter-TSS (AT2G20680.1)	-promoter-TSS (AT2G20680.1)	-5	AT2G20680.1	AT2G20680	AT2G20680						NA
5_22777288_22777289	chr5	22777289	22777289	+	3.55	NA	promoter-TSS (AT5G56260.1)	-promoter-TSS (AT5G56260.1)	15	AT5G56260.1	AT5G56260	AT5G56260						NA
3_21931612_21931613	chr3	21931613	21931613	+	3.55	NA	promoter-TSS (AT3G59340.1)	-promoter-TSS (AT3G59340.1)	-43	AT3G59340.1	AT3G59340	AT3G59340						NA
1_2000121_2000122	chr1	2000122	2000122	+	3.55	NA	Intergenic	Intergenic	-1472	AT1G06530.1	AT1G06530	AT1G06530						NA
2_8216060_8216061	chr2	8216061	8216061	+	3.55	NA	Intergenic	Intergenic	-5570	AT2G18960.1	AT2G18960	AT2G18960						NA
5_7385689_7385690	chr5	7385690	7385690	+	3.55	NA	promoter-TSS (AT5G22310.1)	-promoter-TSS (AT5G22310.1)	44	AT5G22310.1	AT5G22310	AT5G22310						NA
2_17032041_17032042	chr2	17032042	17032042	+	3.55	NA	promoter-TSS (AT2G40810.1)	-promoter-TSS (AT2G40810.1)	-422	AT2G40810.1	AT2G40810	AT2G40810						NA
2_11043280_11043281	chr2	11043281	11043281	+	3.55	NA	TTS (AT2G25900.1)	-TTS (AT2G25900.1)	1950	AT2G25900.2	AT2G25900	AT2G25900						NA
5_19758966_19758967	chr5	19758967	19758967	+	3.55	NA	promoter-TSS (AT5G48720.1)	-promoter-TSS (AT5G48720.1)	86	AT5G48720.2	AT5G48720	AT5G48720						NA
1_25781291_25781292	chr1	25781292	25781292	+	3.55	NA	promoter-TSS (AT1G68670.1)	-promoter-TSS (AT1G68670.1)	-737	AT1G68670.1	AT1G68670	AT1G68670						NA
5_23831309_23831310	chr5	23831310	23831310	+	3.55	NA	promoter-TSS (AT5G59020.1)	-promoter-TSS (AT5G59020.1)	-873	AT5G59020.1	AT5G59020	AT5G59020						NA
4_11296084_11296085	chr4	11296085	11296085	+	3.55	NA	TTS (AT4G21192.1)	-TTS (AT4G21192.1)	1824	AT4G21192.1	AT4G21192	AT4G21192						NA
1_6267559_6267560	chr1	6267560	6267560	+	3.55	NA	promoter-TSS (AT1G18200.1)	-promoter-TSS (AT1G18200.1)	-623	AT1G18200.1	AT1G18200	AT1G18200						NA
1_26561735_26561736	chr1	26561736	26561736	+	3.55	NA	promoter-TSS (AT1G70480.1)	-promoter-TSS (AT1G70480.1)	-88	AT1G70480.1	AT1G70480	AT1G70480						NA
2_17148930_17148931	chr2	17148931	17148931	+	3.55	NA	Intergenic	Intergenic	-1456	AT2G41140.1	AT2G41140	AT2G41140						NA
2_19556102_19556103	chr2	19556103	19556103	+	3.55	NA	promoter-TSS (AT2G47710.1)	-promoter-TSS (AT2G47710.1)	-38	AT2G47710.1	AT2G47710	AT2G47710						NA
5_23099812_23099813	chr5	23099813	23099813	+	3.55	NA	promoter-TSS (AT5G57090.1)	-promoter-TSS (AT5G57090.1)	854	AT5G57080.1	AT5G57080	AT5G57080						NA
1_18728219_18728220	chr1	18728220	18728220	+	3.55	NA	promoter-TSS (AT1G50570.1)	-promoter-TSS (AT1G50570.1)	69	AT1G50570.1	AT1G50570	AT1G50570						NA
1_10489717_10489718	chr1	10489718	10489718	+	3.55	NA	Intergenic	Intergenic	-1980	AT1G29950.1	AT1G29950	AT1G29950						NA
4_9250511_9250512	chr4	9250512	9250512	+	3.55	NA	promoter-TSS (AT4G16370.1)	-promoter-TSS (AT4G16370.1)	-421	AT4G16370.1	AT4G16370	AT4G16370						NA
1_789270_789271	chr1	789271	789271	+	3.55	NA	promoter-TSS (AT1G03230.1)	-promoter-TSS (AT1G03230.1)	-820	AT1G03230.1	AT1G03230	AT1G03230						NA
1_118943_118944	chr1	118944	118944	+	3.55	NA	promoter-TSS (AT1G01305.1)	-promoter-TSS (AT1G01305.1)	-453	AT1G01305.1	AT1G01305	AT1G01305						NA
1_3925226_3925227	chr1	3925227	3925227	+	3.55	NA	TTS (AT1G11660.1)	-TTS (AT1G11660.1)	4684	AT1G11660.1	AT1G11660	AT1G11660						NA
5_26906661_26906662	chr5	26906662	26906662	+	3.55	NA	promoter-TSS (AT5G67420.1)	-promoter-TSS (AT5G67420.1)	-636	AT5G67420.1	AT5G67420	AT5G67420						NA
1_8316149_8316150	chr1	8316150	8316150	+	3.55	NA	TTS (AT1G23410.1)	-TTS (AT1G23410.1)	1226	AT1G23410.1	AT1G23410	AT1G23410						NA
1_25698767_25698768	chr1	25698768	25698768	+	3.55	NA	Intergenic	Intergenic	-3235	AT1G68500.1	AT1G68500	AT1G68500						NA
1_25222999_25223000	chr1	25223000	25223000	+	3.55	NA	Intergenic	Intergenic	-7265	AT1G67340.1	AT1G67340	AT1G67340						NA
2_8269403_8269404	chr2	8269404	8269404	+	3.55	NA	TTS (AT2G19100.1)	-TTS (AT2G19100.1)	-1525	AT2G19090.1	AT2G19090	AT2G19090						NA
2_261878_261879	chr2	261879	261879	+	3.55	NA	Intergenic	Intergenic	4026	AT2G01580.1	AT2G01580	AT2G01580						NA
1_7340670_7340671	chr1	7340671	7340671	+	3.55	NA	Intergenic	Intergenic	2852	AT1G21000.2	AT1G21000	AT1G21000						NA
1_10000518_10000519	chr1	10000519	10000519	+	3.55	NA	TTS (AT1G28440.1)	-TTS (AT1G28440.1)	-2631	AT1G28447.1	AT1G28447	AT1G28447						NA
1_6563316_6563317	chr1	6563317	6563317	+	3.55	NA	promoter-TSS (AT1G19000.1)	-promoter-TSS (AT1G19000.1)	-531	AT1G19000.1	AT1G19000	AT1G19000						NA
2_8186195_8186196	chr2	8186196	8186196	+	3.55	NA	intron (AT2G18890.2, intron 6 of 6)	-intron (AT2G18890.1, intron 6 of 6)	2306	AT2G18890.1	AT2G18890	AT2G18890						NA
1_4384410_4384411	chr1	4384411	4384411	+	3.55	NA	promoter-TSS (AT1G12860.1)	-promoter-TSS (AT1G12860.1)	58	AT1G12860.1	AT1G12860	AT1G12860						NA
1_5191823_5191824	chr1	5191824	5191824	+	3.55	NA	Intergenic	Intergenic	-2064	AT1G15090.1	AT1G15090	AT1G15090						NA
1_27465467_27465468	chr1	27465468	27465468	+	3.55	NA	exon (AT1G73010.1, exon 3 of 4)	-exon (AT1G73010.1, exon 3 of 4)	788	AT1G73010.1	AT1G73010	AT1G73010						NA
2_16074359_16074360	chr2	16074360	16074360	+	3.55	NA	promoter-TSS (AT2G38370.1)	-promoter-TSS (AT2G38370.1)	-102	AT2G38370.1	AT2G38370	AT2G38370						NA
1_22100039_22100040	chr1	22100040	22100040	+	3.55	NA	TTS (AT1G60020.1)	-TTS (AT1G60020.1)	-3463	AT1G60010.1	AT1G60010	AT1G60010						NA
1_7142564_7142565	chr1	7142565	7142565	+	3.55	NA	promoter-TSS (AT1G20620.1)	-promoter-TSS (AT1G20620.1)	-502	AT1G20620.2	AT1G20620	AT1G20620						NA
2_1063572_1063573	chr2	1063573	1063573	+	3.55	NA	promoter-TSS (AT2G03505.1)	-promoter-TSS (AT2G03505.1)	-663	AT2G03505.1	AT2G03505	AT2G03505						NA
2_16846050_16846051	chr2	16846051	16846051	+	3.55	NA	promoter-TSS (AT2G40330.1)	-promoter-TSS (AT2G40330.1)	-117	AT2G40330.1	AT2G40330	AT2G40330						NA
2_12868171_12868172	chr2	12868172	12868172	+	3.55	NA	promoter-TSS (AT2G30130.1)	-promoter-TSS (AT2G30130.1)	-458	AT2G30130.1	AT2G30130	AT2G30130						NA
5_22055116_22055117	chr5	22055117	22055117	+	3.55	NA	exon (AT5G54300.1, exon 1 of 2)	-exon (AT5G54300.1, exon 1 of 2)	313	AT5G54300.1	AT5G54300	AT5G54300						NA
1_19884092_19884093	chr1	19884093	19884093	+	3.55	NA	TTS (AT1G53310.1)	-TTS (AT1G53310.1)	4183	AT1G53310.1	AT1G53310	AT1G53310						NA
1_29101431_29101432	chr1	29101432	29101432	+	3.55	NA	TTS (AT1G77450.1)	-TTS (AT1G77450.1)	1478	AT1G77450.1	AT1G77450	AT1G77450						NA
5_4828326_4828327	chr5	4828327	4828327	+	3.55	NA	promoter-TSS (AT5G14930.1)	-promoter-TSS (AT5G14930.1)	-313	AT5G14930.3	AT5G14930	AT5G14930						NA
2_12374227_12374228	chr2	12374228	12374228	+	3.55	NA	Intergenic	Intergenic	-3544	AT2G28830.1	AT2G28830	AT2G28830						NA
1_17859355_17859356	chr1	17859356	17859356	+	3.55	NA	Intergenic	Intergenic	2085	AT1G48325.1	AT1G48325	AT1G48325						NA
2_9427006_9427007	chr2	9427007	9427007	+	3.55	NA	exon (AT2G22170.1, exon 2 of 2)	-exon (AT2G22170.1, exon 2 of 2)	810	AT2G22170.1	AT2G22170	AT2G22170						NA
1_28290275_28290276	chr1	28290276	28290276	+	3.55	NA	Intergenic	Intergenic	-1422	AT1G75388.1	AT1G75388	AT1G75388						NA
1_10248017_10248018	chr1	10248018	10248018	+	3.55	NA	exon (AT1G29300.1, exon 1 of 1)	-exon (AT1G29300.1, exon 1 of 1)	1576	AT1G29300.1	AT1G29300	AT1G29300						NA
1_30034694_30034695	chr1	30034695	30034695	+	3.55	NA	promoter-TSS (AT1G79830.1)	-promoter-TSS (AT1G79830.1)	-794	AT1G79830.3	AT1G79830	AT1G79830						NA
3_18645502_18645503	chr3	18645503	18645503	+	3.55	NA	promoter-TSS (AT3G50301.1)	-promoter-TSS (AT3G50301.1)	-421	AT3G50301.1	AT3G50301	AT3G50301						NA
3_5328224_5328225	chr3	5328225	5328225	+	3.55	NA	promoter-TSS (AT3G15720.1)	-promoter-TSS (AT3G15720.1)	-586	AT3G15720.2	AT3G15720	AT3G15720						NA
1_27402287_27402288	chr1	27402288	27402288	+	3.55	NA	promoter-TSS (AT1G72820.1)	-promoter-TSS (AT1G72820.1)	-590	AT1G72820.1	AT1G72820	AT1G72820						NA
4_532003_532004	chr4	532004	532004	+	3.55	NA	promoter-TSS (AT4G01265.1)	-promoter-TSS (AT4G01265.1)	-230	AT4G01265.1	AT4G01265	AT4G01265						NA
1_8188436_8188437	chr1	8188437	8188437	+	3.55	NA	exon (AT1G23090.1, exon 3 of 11)	-exon (AT1G23090.1, exon 3 of 11)	627	AT1G23090.1	AT1G23090	AT1G23090						NA
1_23112640_23112641	chr1	23112641	23112641	+	3.55	NA	intron (AT1G62440.1, intron 2 of 2)	-intron (AT1G62440.1, intron 2 of 2)	823	AT1G62440.1	AT1G62440	AT1G62440						NA
1_2146345_2146346	chr1	2146346	2146346	+	3.55	NA	Intergenic	Intergenic	-2041	AT1G06990.1	AT1G06990	AT1G06990						NA
1_26439699_26439700	chr1	26439700	26439700	+	3.55	NA	promoter-TSS (AT1G70209.1)	-promoter-TSS (AT1G70209.1)	96	AT1G70209.1	AT1G70209	AT1G70209						NA
2_18688598_18688599	chr2	18688599	18688599	+	3.55	NA	TTS (AT2G45330.1)	-TTS (AT2G45330.1)	2263	AT2G45330.1	AT2G45330	AT2G45330						NA
5_4722548_4722549	chr5	4722549	4722549	+	3.55	NA	promoter-TSS (AT5G14640.1)	-promoter-TSS (AT5G14640.1)	-270	AT5G14640.1	AT5G14640	AT5G14640						NA
2_15566457_15566458	chr2	15566458	15566458	+	3.55	NA	Intergenic	Intergenic	-2528	AT2G37050.2	AT2G37050	AT2G37050						NA
2_6666521_6666522	chr2	6666522	6666522	+	3.55	NA	exon (AT2G15320.1, exon 1 of 1)	-exon (AT2G15320.1, exon 1 of 1)	1182	AT2G15320.1	AT2G15320	AT2G15320						NA
2_15127181_15127182	chr2	15127182	15127182	+	3.55	NA	promoter-TSS (AT2G36026.1)	-promoter-TSS (AT2G36026.1)	-83	AT2G36026.1	AT2G36026	AT2G36026						NA
PLT1_DAP_peak_84	chr2	5291785	5291785	+	3.54464	NA	promoter-TSS (AT2G12875.1)	-promoter-TSS (AT2G12875.1)	262	AT2G12880.1	AT2G12880	AT2G12880						NA
